summonerName,overallScore,totalGamesPlayed
TwiceChouTzuyu,74.61635834,1
TES UZl,58.8989699,1
METHESHY55OPEN,54.58418978,1
CptClorox,72.14084587,3
Winter Wind,72.95677409,4
PentaKiller,113.6976239,1
Montreal,64.86142559,3
Maxwelle,65.57460104,3
sonnoying,61.41925058,4
Sw Tempo,45.51627171,2
enjoyable123,125.4172884,2
Sw Otaku,92.61856266,1
RampantPoultry,69.16076326,1
Genghis John,78.61196536,1
TrueDeathWatch,106.8974999,1
Ayase Aragaki,127.7859193,2
PockiePanda,78.16015336,1
leon1355,51.03427916,1
Henry Sun,17.53849266,1
LaArañaDiscoteca,21.06616703,1
RatchetAF,15.5614109,1
Dephused,36.55186524,1
The Nice,77.70318592,1
F1y,127.2885946,1
Weird Uncle,66.30075875,1
Crown Clown,72.01822781,1
Awakening001,88.24395938,1
Sęnna,46.71735435,1
UntamedSirPanda,157.5072533,1
G4G PlayBoy,66.74847854,1
G4G Saucy,64.60099302,1
Blásé,69.49515183,1
Sw SoulGroove,28.9812339,1
Sw Alcoholic,41.39178062,2
SalsathePirate,161.103681,1
JointythePirate,122.3692481,1
PuffythePirate,82.99127,1
Azerok,111.1653009,1
DaBrosnan,115.8790661,1
SpartyZM,30.85506246,1
Daddy Vladdy,75.95851387,1
Tabberz,98.96561021,1
Mamþa,73.06395353,1
DeadlyCO2,98.36595776,1
aemi,126.0977524,1
Sultong,39.60778494,1
NaYaM,38.4505546,1
RobertFly02,80.96760394,1
kzRyuga,87.39423104,1
PandaParade,49.59975728,1
MrHookYoGirl,56.05102297,1
MrRiteClikYoGirl,73.78611356,1
QQIove DDme,70.78859144,5
CODE Beluga,70.21036062,4
one pump man,43.26709129,2
goldfishbreede,11.15146764,1
Ch4irman Mao,13.61381506,1
Sw Mizkun,118.2033757,1
Sw Pumba,55.28167793,8
Yin En Hui,30.20628984,2
Noswaldington,108.7820986,1
CuteNamazu,142.8276929,1
WordsNorth,88.88401679,1
Auroralsy,84.66054217,1
a Zed Redemption,103.5041168,1
Chrooooooooooovy,51.2560912,2
SoSOFine,4.935113055,1
 Supreme 404,14.78883202,1
Advise you bear,10.37838947,1
theydra,10.86322421,1
Homiekiss,4.694029398,1
MAMAMOO Moonbyul,29.95259618,6
Sw Shacopath,32.46090719,1
Sw  IFF2,41.24728544,2
420 mlg pro 69,80.94741893,1
astrosmurfer87,50.15563369,8
Sw FAA,45.3803734,2
Gundang,81.34646537,1
Zeng Ke Ni,49.14654512,1
PHlL,142.3083609,1
Urung,69.22026744,1
Heedra,76.53444927,1
TheSwiftShifter,31.4592794,2
SKT TI Kalista,36.17942542,1
Flashyz,10.91605027,1
SouthernPotato14,9.231544595,1
Inori Minase,11.867481,1
Putney,51.13598012,3
DC kennen 5786,45.88157115,3
Black Antagonist,46.74333775,9
KeAIFairy,54.69532454,1
bęęf,46.7826327,1
ScienceGuysSuck,38.93354993,1
Penguin2Ninja,30.70752734,1
Bottom User,71.46518801,2
matt9487,54.42947164,2
GenTengTeng,103.1974734,2
zboobz,16.26952232,1
Manzhu,14.67215205,1
Bàtmàn,16.81127711,1
fitday,10.65342565,1
Chadcaprisun,15.3651036,1
X3JIE,49.59349185,2
Mitchyboots,56.50426732,4
NB3 LOL,36.25388687,1
Hearties,54.93402875,5
spout,16.47127318,1
łing łing,33.45315283,1
HwanStar,58.12558661,1
kai8582,42.30024643,1
빌리의 요술칼,7.119019309,1
AstrangeW,12.61683959,1
Dahyun611,5.49352274,1
1 MORE MIN,6.537198089,1
James Yoon,1.945691657,1
A Clogged Toilet,73.39502039,1
Hyemi,79.39328299,1
ExaltedPig,65.51546949,1
Draknharh,139.2151636,1
Writ,143.223387,1
buxuanlucian sb,67.05813871,3
Main Akali,72.35593953,1
Le thicc3,49.10493802,7
PaulOwnzU,23.82063797,1
YouShallNotPass,66.62394653,3
Rocobot,60.89495359,2
MurkLurker,61.90385481,2
Backside Attack,49.87485973,2
sOOOOOOOOOOOO FM,87.38510377,2
REEEEEEÈ,56.07533116,7
KittyGirlYuumi,67.53816246,1
TheShadowLieToMe,42.07878266,3
Duz,23.25619678,2
superstar jg1,55.91652677,5
They Always,49.36250308,4
Hazem13,11.43652675,1
LIMITT,50.47782979,15
ssshockz,36.59252199,9
TheK1ing1,5.576006849,1
I dont Hasaki,2.263048685,1
8enye,5.579041734,1
XenoZix,1.41981366,1
ˇˇˇˇ,19.18764309,1
SuckOnDeezBeez,53.9506684,7
FF250KG,12.4673825,1
Twodog,11.87720477,1
lllllIIIIIllllll,52.60872058,4
Fall Guys 1999,73.28572129,4
Fall Guys 1998,74.09088904,4
Hardstuck 4life,20.66529144,4
xoxoxoxxo,33.34196946,8
Sunshine Fan,46.02827562,7
RedamancyA,26.27916044,4
ˆ Zoe ˆ,6.236187828,1
QT JG,66.20265451,5
oonga boonga ham,56.3415482,2
Zoe Think How,61.00563466,3
Bwas,75.56714555,8
Nonstopping,54.41851234,8
Melody love me,25.97972885,2
PurpłeSoda Lover,127.0775319,4
Gatech Jungle,16.41274824,1
RICH  LIANG,24.48745412,1
Hi im BarBar,34.64479926,1
RICH TIAN,15.9645514,1
RICH JIE,11.97636132,1
RICH   KAI,37.31993938,1
K0SHKA,139.6244976,1
famproknifer,77.62413649,2
GGNOREGONEXTWP,9.222177436,1
T A R B,44.01228323,2
Reclamancy,30.55442282,1
ttv step1v9,92.7000522,9
JUNGLE CEO,63.60503693,3
FuNkY mOnEy,32.26992146,3
IamJavi,24.68899797,1
UZI NEXT GEN,35.39112044,3
PepsiCola,57.7091218,4
Nico is naughty,80.34593249,3
Spychala,70.05689149,12
S L,42.15187293,4
Debounair,40.23153574,8
Edward Ra,45.05595728,9
ˉ Ø Pk Ø ˉ,51.74437635,2
nuum,46.22209134,2
LauralYzTnG,73.9942231,5
DWG Onion,42.02059267,8
Sorenair,50.38998082,2
SPOF,51.70296997,2
Lady Orange,38.97305418,6
Asdadarf,36.29152356,4
Krop,49.48441539,5
FaTaL Ninjaz,112.0995577,2
I Love Eimi,25.15856792,3
sacredrose1996,93.3056972,1
Time2Win,55.58168526,20
Strong ass girl,96.60924028,9
Netlove Master,94.2107538,1
AKM Brash,19.36315865,1
Slootion,22.01152308,1
Sulli Nya,84.13546376,5
red sus,61.66845045,5
GaoXiaoBao,63.98369974,4
Caduzínhu,63.17800495,3
Fyrat,85.66284584,3
Ralphtalía,57.43944529,5
Princess Puss,11.689862,1
championeal,30.75304442,7
ptalp,47.97676187,4
croat123,40.12267834,5
Darkjev,76.74118153,12
CoopyPoopy,79.85929277,2
Dochee,53.04855282,1
Phânuel,60.1151925,12
DyslexicPigoen,48.64885668,7
m00seinator,31.37914646,5
Lum1nosity,79.77612357,6
Kiwi Lover,38.20375791,5
Daxelio,57.44974895,6
smooth groove,82.33747902,2
blood man,14.58677899,1
Jannie C,58.50351645,2
RaticalSurfer,30.84673892,3
ÒñÓ,35.38548039,1
mom on fire,90.53959977,1
vCranKstR,32.66429206,1
You Froob,54.18239042,2
Tibbers69Party,85.06272513,2
panseyman,51.54606034,1
EG Artemis,90.64649145,3
Bagé,52.49764671,4
PlagueKail,54.85129354,4
kbL,45.63826922,1
XAlphaPro,41.08711019,7
Bio v2,17.51223543,3
Artho,23.84057742,1
ElvargTheDragon,49.0414051,3
Tavern Quake,12.40842123,1
Rimax,34.20117445,2
Mechanic Defying,44.66461767,4
Arrivederci,14.09682786,1
Sound of Mind,38.22279672,2
Shpatari,29.62171071,1
NEWPLAYER63,47.61505371,1
WOOO BACK BABYYY,49.46630941,3
Sandwitch,56.70880684,8
135798642,60.61840166,4
tempname104287,127.8559419,1
I CAN SAVE HER ,90.17299042,2
ReaperMichael,53.27752512,1
Reformed lvern,61.19805429,1
Noobkiller291,66.00109453,5
Twtv ZorosXD,76.42688547,5
Zetagi,70.08042009,3
UncIe MAN,92.05316888,3
Aldorroth,34.46423513,4
zyrø,33.21904324,2
Black Grid,108.1274649,2
Shin in the Sky,156.6594041,1
focus and climb,51.26269034,4
LOSERSQUEUEAGENT,47.73321812,1
Lanx,54.5450934,2
Neo Restoration,56.18997363,12
Riseee,65.01395448,1
NA is doomed,40.02654754,10
AsianigIet,56.83706641,3
pakrat,52.08463927,5
SEX SLAVE RIVEN,63.81708389,7
AprilfGn,63.60115865,1
Elmerm,40.72597087,1
Xiao Lù,47.51248982,8
s LessThanThree,48.05973801,3
Fieryphoenix321,58.88396734,4
CLIPPERS LMAOOOO,61.92225175,2
newest mental,52.92397589,2
imaqtkat,27.57297069,5
MoreMore,64.604667,3
B Zai Zi,22.7859053,1
insecure supp,41.95705494,2
nicoxa,55.06266479,9
After Jou1ney,55.0826467,6
Buggyeman,43.99173388,3
Granja,60.76514281,3
ZinMaster,59.07886526,3
flappy dog ears,43.97548262,3
Xeralis,54.7328961,5
I never miss q,41.46814599,13
The Monado Arts,76.83521191,4
imConflict,40.85345919,1
Hmmmm,55.1511327,2
DsamaProductions,45.60029687,5
Master Ooggay,51.4181957,1
NachoCloud,43.82296182,6
iwantyou2,73.53969982,6
NateBev V4,85.18168323,1
Be1ief,76.17815833,2
Shadula,61.61878259,3
KaeLandon,111.3316074,1
UnHappies,101.6879542,1
fan bing bing,89.65747349,1
BAD XD DØG,47.11620179,2
YoungAspiring,46.72668861,2
jetaimeee,6.479334772,1
supp Diff wins,21.91805271,1
Brown Sugar T,49.26795735,5
Canyôñ,31.47075672,2
broken youth,55.46068418,6
Clear Dreams,67.00850643,2
DYHOrz,21.83325611,1
Poro OvO,20.72881172,1
Thua Xoa Game,62.62561446,2
kuraian,88.14944674,3
ShamaII,104.4525237,1
hei bai is actor,8.679263566,1
Waguan,75.77180972,2
ChadShaco,44.15179717,3
xPxKkBernie,58.39837733,1
Ferney Sanders,45.33971268,11
PapaJohnDelivers,61.91556725,3
solo is the best,48.65760406,4
resplendence,38.97878917,7
BOBPOKEMON,14.53735304,2
Yoyi,75.73748326,3
Innocent XiaoHua,78.85484304,3
En Heng,126.0721001,1
WHY ARE U MAD,20.70982829,1
Strelitzia,82.40988663,1
I Main Top Lane,50.92282023,4
Wine Cooler Mom,61.15315526,4
henny1,58.46674673,5
Bot Lane Ronaldo,73.42312004,7
aluckyhit,44.83201241,3
Rolster,60.02924845,6
Failz,68.34826485,1
YOU FKN LOST,54.61892829,5
Gara,86.6610185,5
Warstrudel,65.35643206,1
One With the swo,106.6627392,2
Takezz,53.16684614,6
GogumaCat,59.19729843,2
Aylen,46.89954455,2
Kuyá,57.99340023,4
MysterFyre,72.15325494,8
Mitsukiˉ,93.56765841,6
Tedii,61.48380086,13
Billy D,16.72566454,2
Chamsoo,79.50982956,4
GMMElitest,89.74725203,4
yames yay,81.47641031,1
01 VIC,30.44571658,2
TheFallenEighth,67.02737441,4
DarknessJax,59.41003138,2
NlGHT TERROR,47.6524202,2
TZX Riven,63.40503483,2
Feloreaxo,57.21066159,2
Rikong,69.47838837,5
Amell,56.27686474,11
TOXICGODOFWAR,82.0662006,1
Blah Kay,68.22582374,3
TPG Brave Angel,29.86639507,2
butternut123808,26.33667178,1
TOP main JK,24.4649837,1
ailuoli,77.98814767,1
1uci4,53.45649151,27
cassuo,58.23914687,2
JonnyRockets,61.29925327,7
Loopk,18.18745144,1
xyw1,116.3098859,2
Rabbit HotPot ,8.307608536,1
NIU sensei,31.70225143,3
adfga,71.13266237,10
NaCl Rank 1,61.2589288,46
Mr Arilia ,23.08606049,3
SS1C4DD,67.64012833,1
New ipod ,110.4376871,3
yuumis paws uwu,53.4557367,5
Phantom Kindred,47.27006298,4
Kenma Kozume,46.35113829,2
XiaoJiaoZi97,84.64355444,2
etp,62.95229127,8
Pen huo Lon9,76.0008297,4
Disabled Hands,67.11037693,7
Best Teemo GA,91.20313207,2
Velkhäna,38.61464908,4
Sean Innes,44.36804182,5
Britneyx,56.68486233,4
StixKing,43.5726625,11
Namdur,44.95169555,5
24152415,87.5463013,3
Máestro,68.43205859,5
bnag bop blast,35.92375031,4
n n,22.10412044,2
6 U,39.58660615,2
Freak On a Leash,90.85800283,1
Type M Y O U L ,70.42387274,2
ttvGLONKwFUGGLER,29.60305166,2
Vietfighter,46.80901501,3
MegaZero,23.1897517,2
Vayu,90.27824454,4
Night Train,17.62904176,1
El Davo,53.70343601,4
Dorien2,108.5876051,3
Cat Rat Bat,32.69751428,7
Silvina,56.20943359,2
Fayde º,13.61200729,1
Danson,51.20726837,8
XX0,46.70924098,3
GOAT Handler,101.4830014,2
FrowstyWaffles,13.9160076,2
Chad Kha,44.9611536,3
Baby Jankos,49.36239646,5
Rulley,68.98234927,5
Zac Gonna Gank U,69.90850975,1
Wellplay,55.33937555,6
Outplay is god,78.14697182,2
Geu Saekki,43.47638484,6
Kenchilla,33.40948635,1
Claisa,63.41264276,8
YellowFeces,78.88196196,3
zsjtt,95.22222246,3
Min Jeong Lee,105.8288151,1
Bakka,36.55428725,4
YikesItsWykes,36.76427122,1
lanse,15.40156769,1
BattleJannaOP,68.82733208,1
Rainbow Brick,80.76061142,1
Colombian kiddo,59.14547448,1
Toukaneki,7.537671759,1
Papi Gee,6.273853689,1
RoyalRoy,79.63856895,3
xiaømanyc,38.01856186,2
Numor,26.15531875,3
xxxifrkyboi,68.7083224,1
jackeyhate,90.29606363,1
Berserk Sword,99.1762658,2
Darvec,53.99671244,8
Mindfully,44.4220842,1
sleepytown,38.1287554,3
Gortoz A Ran,14.67968423,2
MäpleiLy,19.1979366,1
SeanFTWz,72.74956615,6
Duocek,41.66615056,3
Chadfurion,86.37479469,1
AppleMedicine,141.0058026,1
Pearpill,103.9427733,1
Pornstar Sylas,84.62591205,1
LULU ULTD MYD0NG,54.8876181,2
Flyingscorpion12,22.07939563,1
A Handgun,25.83217717,4
DJ G RAY,38.35842934,3
BurstLimit,97.25384232,2
HunDID,68.69614478,4
SlamJelly,31.54516659,4
The Map,64.16232938,1
Globbay ,37.4030939,2
NoN4me,41.50422639,1
Ned,35.95715625,3
AreUGoodMa1ays1a,53.26164394,7
Song Zai,54.51843037,1
DJ Drop The Beat,39.21482781,2
1727,40.65399173,2
reAnchored,45.68151759,2
badwomän,105.6391872,1
crywolfxd,125.4418403,1
Standíng Appa,84.28200966,1
FREE 03 Greedo,44.84955519,1
spejl,52.17718226,4
Reformed Leaguer,42.67632713,2
MiniSneaky,70.06506321,1
LeonarduZwHlP,16.73381429,1
ChandlerCZH,19.0503898,1
MosesrF,47.46298715,1
sescs,21.22412649,1
ccamu2,27.21426614,1
PainCR,27.67232256,1
kkuma ddaggari,49.30345166,20
TSM Byeo1rgsen,138.1171125,1
Orami,68.9337649,3
Provêˇ,88.08583473,1
KindDread,57.78642142,4
DongoSongo,69.33890024,2
ÐRX Deft,57.81719992,5
Ba Duk Yi,18.57928216,2
ChapuSopu,32.12564981,2
PLSRevertAsol,75.95660062,1
Chíeftaín,80.92174394,1
ZunicG,129.8596281,1
Lil Kha,63.28487864,1
Richwolf,106.8180631,1
Perbert69,44.8698986,1
Roronoa Zoro,62.00994229,1
Slushten,59.80562926,1
Joyboy,77.93536052,1
GOONSQUADDER,62.73820656,1
Master tuzi,64.22756435,6
juice wrld fan,70.91513645,4
I Hear them cry,33.7623818,3
Me Azir ,75.41496976,2
jbraggs,45.21600849,5
VitaminDeficient,105.8133492,1
STUPID GUYS,173.9085532,1
NëkoL,61.44679519,4
LordNate565,64.87696326,1
I Am Chaos,49.83838875,5
B4R3,28.3282093,1
Yonkou,44.59395193,2
Sunshine Slim,67.10952479,2
peachything,48.94474537,3
Kaia,58.63469474,9
mIlMoOJonathan,12.02595598,1
Xitze,48.16865552,1
Tymochek,63.03293018,1
shoulda,51.21862024,1
Whitelootus,28.64630105,1
Emperor is Back,83.42666439,2
S1 Gold Cup,81.54769248,1
Jimni,58.42250343,2
Dylan Shin KIS,57.21967712,1
Flatdiestone,54.48910597,2
Scythorak,44.8332854,4
º º WèréWøłƒ º º,26.40578185,1
Ben Berplanke,36.62527427,1
Heizman,54.413292,3
SEX SLAVE RlVEN,45.68035915,8
Chubbzilla,79.05647921,3
White Snow,50.89655579,15
Brad Brady,58.0617993,4
Juolus,86.01557254,3
beibide,57.63177163,4
tpek,42.84304903,11
ItsDaPolice,51.92716839,3
PorcupineStone83,47.33234606,3
JurgenWindCaller,48.26327103,12
live and learn,42.50065726,3
bare443,39.34980081,2
EASYROLEXD123,60.88379263,2
Duck Sauce III,20.58821919,1
MyBlackCleaver,52.30511067,2
Lµçíƒér,18.25916465,1
I H8 ADC ROL3,63.65204651,2
SW4PPERS,138.2479808,1
Marow,40.0371926,2
syuch,47.61890315,5
1800NEVERMISS,85.40908151,1
shomii fan,12.48146527,2
Aijo,46.12889316,7
ImInconspicuous3,61.0453819,1
lil judy,82.36271151,1
Guiltyz,101.3977591,1
Sleepyz,102.1876432,1
poi123321,26.68795181,1
FricTionLeSs,16.96951533,1
KillUaFe,19.37946408,1
Meew,59.46664115,61
Brasileiro Top 1,40.30506386,4
YuneeKat,55.82821729,58
Ashe no arrow,49.4725971,2
Qing Hua Da Xue,46.91772163,1
DWG SorrryMaker,36.62896219,3
WMWMWMMMWMMWMWMW,37.36964509,1
sorry im noob,70.99874635,7
Bebsi no baka,65.74118183,7
Thängš Šüppórt,34.45884762,1
Kiaya,49.70364366,2
Xem Tui Múa Nè,55.5444434,6
Theifz,64.08155138,11
WE Beishangg,44.87474996,6
Silvershakes,66.68763485,16
for baby fish,46.15181517,5
Torner,37.54277904,10
Cupic1,75.59640463,2
ChapmanxM,55.88182781,8
Best Ja Morant ,46.80184816,16
imp654321,48.37918611,2
Fohere Ore Tugo,107.2601872,1
EricsBBQ,60.60833822,4
SavagePham,91.87822253,4
Be9,62.10242688,4
BambooEatPanda,125.1155503,1
Garrett Meyerson,55.13341187,12
YNWA,37.79105403,1
yynncc,38.98842511,1
NeMaro,36.35201525,1
JustLikeThatBC,25.59224292,1
i am KyungFeel,31.22282482,1
hansonXXX,72.70014749,1
Wife UFC Fighter,75.80822874,1
Heart,102.9913771,1
will be miss,81.83790003,8
Fugé,53.76312717,9
HandsomeDJ,138.6242612,1
Ł1e in Äpril,78.86986777,1
prodolicalize,85.31836267,1
ywt1sha12si,113.1086079,1
Seräphinë,98.77477241,1
DIG Jimmy,55.284683,8
Arcinic,70.91811687,1
LilBear187,102.1843757,1
Rumbling Chub,102.2105212,1
lcym,70.30527311,1
Plz be humble,85.41012476,1
Luigimash,50.20843323,10
Houhoou,77.02265045,2
Eeel1,44.13597909,1
Goldmund25,71.12892634,2
ClearLuve7,41.15825059,2
Rat Tail Juice ,29.8517154,1
NA No1 hunzi ADC,72.25496384,1
Gan Fan Ma,59.02751119,1
ZHL NARUTO,45.53972768,3
0WORLDPEACE0,26.51415046,1
Demotion Ocean,45.79294373,4
Joshua Ng,29.7299505,2
lilaznboi,14.85311496,2
smiit,53.69115671,3
Professor Nugg,45.45282712,4
Sunneh,58.7879978,5
Chenault,74.75302755,8
or what,22.28151145,2
Chang Wei Lee,37.97672707,3
Dušk,50.45194423,3
Wang Gua Pi,58.14010178,4
Hi im Mod 3,90.71931551,1
zero xiaochou,88.34246782,1
Kasu,12.21744498,1
Chıka Fujiwara,11.49109565,1
Ayaka Kamisato,13.24874535,1
Enryù,30.03980478,1
Ęndorsi,13.24874535,1
Maisie,64.41913991,1
lel xd,62.89401807,5
KidNickarus,62.01228399,15
lov3 galio,51.26396348,2
 KX7,74.21163834,6
PowerXs,31.24263903,5
Yoyoharry,74.53819717,2
Witch of Envy,54.09795593,2
ABG Hunter,37.97729679,2
Rengolver Ocelot,69.81795584,2
Milvin,36.36380407,1
Scacchi,29.68039479,1
Child of Talos,13.68492898,1
Coshen,52.62841773,2
DoggieDog,28.63821249,1
OIivia Hye,57.14639817,2
Bryån,71.061312,2
spleenhook,48.12663324,1
Saevus,55.68735804,1
Ian666666,86.03594197,1
tiffanyxdreams,12.21074679,1
JJT FLAMER,33.61045663,1
Yuri,84.05864988,3
Nivla,41.11885712,1
yeogi,70.58527536,1
Appo,44.80344684,3
tyler1thecreator,8.837348469,1
Cawww Im A Bird,101.9175715,1
Professor Lyu,54.19415411,1
EDG Clearlovee,48.88814206,1
BBustin Jieber,61.05385069,1
The śhÿ,37.6842024,2
BZK ,18.11183295,1
SK Telecom T1,9.315947355,1
Cardinalll,5.525913039,1
Riot Xemacs,9.709399594,1
FPX supreme,90.5171303,1
cainiaoqiudai,67.16050294,1
wo hen fang,85.47992948,1
QingFeng OvO,96.12453695,1
Dear MaLaTang,66.76008446,1
McCray,55.669984,1
Ceres Markley,53.24740411,1
ChaoticOG,71.00639592,1
l Legochicken l,76.57991519,1
Frankie DoodIe ,101.3691989,1
What A Pity,14.43160518,1
Türbo Gor,44.33166926,1
halter,51.2898424,2
Fire Fist,49.87804551,1
Samanosuke,89.59333474,2
Köa,48.56797069,2
Ferret,37.19066024,4
vapor is steamy,12.10797117,1
salvy,13.64732388,1
TrollRanger,49.50960403,1
TrulyReal007,93.02578509,1
TriHard12,91.68849672,1
999 Slooshy,65.46167086,1
zSoso,41.49386386,1
ChicagoXiaoMuGou,85.84128482,1
MurdererTen,48.30383961,1
ZizunZiai,25.94035713,2
Apexcape,71.20104522,8
AloneInTheDark00,46.00227929,3
Le Se,94.74584347,4
Ro illus1on,77.92833754,1
DouYu King Qin,104.3816427,1
Yong Le,56.01293233,2
why no ardent,52.22003416,8
anneliese,19.01064237,1
skateboardguy99,18.5155773,1
Leviathan Yi,12.28303787,1
Sourcewalker,12.32961755,2
PartTimeGamuh,16.11270578,3
PolyPuff,54.75446551,7
Swıftly,74.86582351,2
FerdinanduUdXjO,45.67621111,3
Fairyoki,43.14737582,5
Arekpro,51.02241514,8
Wowkl,130.3476128,1
Wowtyh,113.5184652,1
Wowjh,95.55006142,1
Wowgg,117.3899251,1
Wowjj,94.54873893,1
caramel10,82.75603405,2
COOKieZz10,121.1631984,1
Hamboobies,83.79444154,1
BBQ pax,98.48698912,1
Ouyz,74.49072511,1
hi im hung,113.1809847,1
Amoolu,95.80033786,1
pHtIoNAddison,87.3464696,1
Forbiven,43.12755406,2
MilkMaker,58.96892035,2
CoconutBra,15.85347691,1
Shoyoˉ,15.8379358,1
PH00DLES,19.98102686,1
Cannibala,44.84444513,1
 M A K A G A G U,26.44393934,1
iGwapong,84.57699189,2
ImHotLikethat,25.03901854,1
ßlackPinkJennie,96.59957705,1
Alex Ivernson,45.51840226,2
Ðrake,85.64712398,1
James Park,22.13229059,1
PortugueseFTW,54.86628207,1
Sherminating,21.08118958,1
Zichuan,15.50001999,1
Shahscam,22.64268265,1
LuigianaPurchase,38.39745562,1
DarkBeast,85.5644654,1
Urobon,30.26115844,2
SUPER SlMP,37.83761195,1
AIamode,52.2196574,1
Arlen Pan,7.68216782,1
Habebe,17.32606275,1
Connor McDavid,12.77594389,1
Kokan,16.39620255,1
Bugatti,16.11156326,1
GEN Rascal,41.05587808,1
L A X Y ,58.64910725,2
miss heart L,39.93640317,5
8 Dian Jiu Shui,104.1651652,1
Xiao Dong Gua,44.94717811,1
Zaun Pianlst,57.78796874,2
Zuo Ni De Mao,62.85543084,3
ALazyAsian,49.73412666,1
Pikachuuni,26.07593673,1
Sklounst,29.42329649,1
Kulabii,45.67630738,1
Peachykeeen,29.27700844,1
Raiko,6.705633718,1
PhrankBest,12.24396778,1
Carrypiecetunes,45.21394685,1
Desensitize,8.683857063,1
R h ii z,9.421439771,1
Pòsty,5.474360347,1
JSˉ,6.179768733,1
Kuchiki Rukia ü,11.50203777,1
Monkey is back,60.06549234,2
mapleBunny,5.559448414,1
Yurababy,27.09244881,6
Freyababy,31.4955389,5
StabUrThang,55.35853128,1
tumblrgod,80.37488096,1
superwomanSS,82.1771213,1
CanRuoFanXing1,174.5094309,1
RealBuffGuy,75.6192517,2
Gigalith98,42.74259216,1
BopSon,160.9310219,1
Citria,103.0145244,1
Sólo,134.6152635,1
Shako Blade,62.79055854,1
SageWabe,37.48274913,2
FPX Crïsp,61.88299179,4
zcxc,68.20287174,4
Darkness Ranger,32.08760432,4
Aivorie ,29.25140122,6
hen hao zhua,46.25883359,5
Season 9 WIP,43.2340362,4
TSwift24,76.26086301,4
Lesudesu,76.77016593,2
ondebu,6.737700111,2
BallsInYourFace,52.73504876,3
Wolf and Spices,27.83281959,1
ExElmer,29.20885028,3
IS moojigae,24.7158149,1
YOUR MOM LOL,28.79712524,2
USForeign Policy,31.46581698,1
GodThresh420,76.96790032,3
1st Carry,32.38924684,2
Dark Waters Vlad,59.23080752,1
RealTeemo,89.75472257,5
Joker Acc is me ,30.59869177,7
fxbe,33.55231982,4
NA is WeirdChamp,47.55273288,7
EU is PogChamp,35.33741462,7
Latence Simp,52.00298845,6
russian babe,93.54441615,3
32844v2746,52.92682971,16
lIlIIlIlIIlIl,26.75588072,5
Dragonmin,59.32807092,6
Ahwii X,59.51191693,4
Dieux,56.16483732,7
Justincredible,56.2395651,2
Batika,44.78558112,18
qia fan ,68.46455209,6
Dylan Nollen,63.92405176,1
Keusios,45.74487487,6
tl coreJJ fan,49.76064102,3
Patte à Pouf,60.65806265,5
jg bóy,20.01268067,1
AlphaCureWife,50.13118059,1
RÉPØRT Yi,85.45568202,1
Reflected On X,53.14791494,10
flgh,58.79925247,3
Aipotu,13.52325947,1
0namkj,31.92784811,5
Kawaii Aruruu ,69.51514688,3
Dioº,15.38544401,1
TESRookie,33.33364347,2
Sengomuramas,81.04401075,7
omegaket,23.64863666,3
Havoć,33.04885162,2
NumGums,47.89539086,2
Crongishere,126.0945714,3
Youngbin,85.69522037,4
voi 9ngà gà 9cûa,28.48353332,2
Call me ˆSünˆ,15.46118699,1
Red Be4n,4.135619713,1
Dâu Hông Toxic,5.431612106,1
Fuocly,36.83963111,2
CUTEDOUBLE7,48.58729902,3
SunWuKong Z,55.86357099,6
Dennis0701,76.95617089,2
JxInn,56.76165983,2
kendaiiiii,33.55102901,1
KoKoNwoo,34.84964756,1
Sunny Dream,70.4829188,3
dollarstore wifi,61.33218995,1
SSS Hero,59.95811382,1
Arkeazus,37.04708009,8
Magnum Zhong,120.2696907,3
  Challengnar,65.14576876,18
a blossom,56.53042282,6
Kimino,25.85835936,3
Aidan 1,79.10778687,8
alexr2226,58.84704354,7
Érk,50.0461465,5
Thien Chau,27.70998404,2
Lin,76.11912866,7
Pittbull Puppy,47.25960018,4
Barking apes,56.88021012,2
Zach Riven,58.01800248,2
JungIe Diff,36.00319171,6
Champ Cynthia,49.73707703,5
Hans Top,41.08102484,1
MùteAll,30.62330668,3
GSMikuia,86.39734291,1
YoeI Romero,149.0801571,1
Yeohae,76.56287466,1
dsrrmqff,111.5525444,1
WorstJunglerLAN,99.99145708,1
bussyobliterator,36.53598715,1
prostitutes,30.6471712,2
bonnyy,18.94288356,1
unqz,23.95300688,1
CAMARGOLEO,42.20002937,1
SushiiDesu,35.95095166,1
Kevin Mai,32.26363425,1
COMFYRAIN,34.83468648,1
KimPiggy,30.09369598,1
AnarchyLegend,45.21970929,1
650 Or No Sleep,8.736911772,1
AD is weak,62.13077813,5
Esta es mi smurf,44.43265475,2
mımi,54.21271393,1
Daddy Andy,30.55124632,2
Esipher,9.678432431,1
paltina,20.86913509,1
A Shiny Feather,8.805795069,1
shoogle,6.870484111,1
5Head INDEED,122.3861442,2
Laughter,44.70858683,7
r1 s10,32.4847172,6
MAURO LOMBARDO,77.35871064,9
T Tonic,44.57255169,8
Tao Gunka,20.08050669,2
Beg U TakeMeFly,55.42261379,5
UndercoverLover,66.73617365,2
GroundRumble,63.62664771,4
Feitasy,87.01738714,2
Lancries,81.47597283,5
Bobmom,62.19172059,21
toweldog,14.21729455,9
CoreJJFanbØy,45.21277912,4
12291997,83.12800862,11
Tiger Savage,49.56205954,5
952z,23.13550097,1
